return
-3.228019495
3.07910378
-2.866949356
1.696710792
-0.095586547
1.739584224
6.352056883
-2.652736292
0.074322049
-0.396074752
-1.400051374
-2.554187596
1.319192068
-0.544633639
-0.95833231
-0.613390065
0.008694367
1.347235949
-4.631218776
3.705038769
-5.60180281
-0.082678669
1.53535446
4.083660737
3.549371124
-0.285639757
-1.996800034
-0.300893226
3.035265129
-0.2343284
0.041945307
0.872045097
-0.756445534
-1.139123889
0.516817763
-1.095754392
-2.974261223
1.15942031
0.746723118
0.48263122
2.109964049
3.082736588
0.29335153
-0.113747154
-0.561251008
1.226993865
0.509088485
-2.090366669
1.198882421
-0.673477778
-0.514667902
5.009031081
-0.054738037
0.696345367
-1.585076183
1.239532568
2.846454897
-0.697602339
0.771223233
3.576571163
-1.331485093
-0.852668527
-0.770265474
-2.471925503
1.236373503
-3.366153094
3.412322329
0.86312635
-2.324882189
-0.139551098
1.622667664
-1.512716797
-1.373054802
0.542711189
3.285611307
3.665830521
1.607373479
2.768383409
0.167930313
-0.768375223
-3.498523208
-3.74205934
1.652009612
0.633670796
-0.777837589
2.575777922
-0.458551572
0.109687778
-0.657372707
-0.45584591
-0.192033386
0.177599342
-1.610396011
-1.764401205
-0.863641879
0.123342835
-2.979899245
-0.111110317
-0.405214521
-3.478260925
0.223162249
5.385121963
-2.089363784
-2.445656111
-1.581190424
1.073837536
-4.167350588
4.064966448
-0.916667798
1.650271671
-0.762545103
2.44567382
1.274297948
-0.64505694
-3.390512129
-0.448022073
2.833570345
-0.688871065
-1.999351216
0.416354415
0.514141322
0.1485026
-1.227446258
1.876563772
0.69586409
2.357725203
0.246224778
1.339040499
1.923376827
2.02516031
-1.323304511
2.430652148
-1.785311407
1.870787714
-0.25278513
0.506851505
-1.282998406
0.292990006
-1.168537828
1.803853997
0.297791825
-0.244953977
-0.602721189
-0.074865997
-1.513327136
0.821531981
-3.538550813
0.195547911
1.280248964
0.362264515
-2.580453743
-0.741027997
-2.49385029
1.791972024
1.984473058
-0.925853298
-1.12457356
-0.128150583
2.101207762
-1.476708844
1.331418321
-0.157353268
-0.039404255
-1.237681533
-0.534800451
-0.264827861
0.627614263
-1.215414221
1.902216271
0.007945826
0.667193
0.307715801
-0.802325198
0.983266188
2.457791951
-0.643774545
0.393393246
1.260083808
-1.009170704
1.410390849
1.26983595
-0.208985676
-0.216898285
-0.224872941
1.254599945
1.150024493
0.462117649
0.226341256
1.959643711
1.471846883
1.795523819
-0.919970904
1.305498419
-0.420371439
0.788926644
2.410048767
-0.44921088
-1.407595
-2.691442057
2.597400546
-0.51317142
0.962867302
1.198906651
0.289450058
-1.490033509
-1.219600703
0.455237287
0.151058776
-0.233098175
1.26442891
-0.278232897
0.074856075
-0.625594324
-0.034215821
-0.335402843
0.178567987
2.077333045
0.141048426
1.354788007
-0.615400364
-2.550103834
0.232301174
1.015681684
1.025713597
-0.060124237
-0.842129423
-0.552715014
0.718458079
3.04171522
-0.842471945
0.447864711
0.747491337
0.423045249
1.548929976
-1.008361082
-0.670488036
-3.310187427
0.389341476
-0.956207269
0.614369451
-0.161045428
-1.834797452
-2.136105739
0.342794874
1.687243337
0.671920439
0.061292651
-1.054997972
-2.380127343
0.64829679
